Epoch,Training Accuracy,Generalization Accuracy
265,52.666666666666664,41.222222222222214
266,52.666666666666664,41.25925925925925
267,52.666666666666664,41.25925925925925
268,52.666666666666664,41.2962962962963
269,53.0,41.55555555555556
270,52.666666666666664,41.77777777777778
271,54.333333333333336,42.0
272,54.333333333333336,42.07407407407407
273,54.666666666666664,42.222222222222214
274,54.666666666666664,42.44444444444445
275,54.666666666666664,42.481481481481495
276,54.666666666666664,42.555555555555564
277,54.666666666666664,42.5925925925926
278,54.666666666666664,42.66666666666667
279,54.666666666666664,42.77777777777779
280,55.0,42.77777777777779
281,54.666666666666664,42.814814814814824
282,55.0,42.85185185185186
283,55.0,42.88888888888891
284,55.0,42.88888888888891
285,55.0,42.88888888888891
286,55.0,42.88888888888891
287,55.0,42.88888888888891
288,55.333333333333336,42.88888888888891
289,55.0,42.88888888888891
290,55.333333333333336,42.88888888888891
291,55.333333333333336,42.88888888888891
292,55.333333333333336,42.88888888888891
293,55.333333333333336,42.88888888888891
294,55.333333333333336,42.88888888888891
295,55.333333333333336,42.88888888888891
296,55.333333333333336,42.88888888888891
297,55.333333333333336,42.88888888888891
298,55.333333333333336,42.88888888888891
299,55.333333333333336,42.88888888888891
300,55.333333333333336,42.88888888888891
301,55.333333333333336,42.88888888888891
302,55.333333333333336,42.88888888888891
303,55.333333333333336,42.88888888888891
304,55.333333333333336,42.88888888888891
305,55.333333333333336,42.88888888888891
306,55.333333333333336,42.88888888888891
307,55.333333333333336,42.88888888888891
308,55.333333333333336,42.88888888888891
309,55.333333333333336,42.88888888888891
310,55.333333333333336,42.88888888888891
311,55.333333333333336,42.88888888888891
312,55.333333333333336,42.88888888888891
313,55.333333333333336,42.88888888888891
314,55.333333333333336,42.88888888888891
315,55.333333333333336,42.88888888888891
316,55.333333333333336,42.88888888888891
317,55.333333333333336,42.88888888888891
318,55.333333333333336,42.88888888888891
319,55.333333333333336,42.88888888888891
320,55.333333333333336,42.88888888888891
321,55.333333333333336,42.88888888888891
322,55.333333333333336,42.88888888888891
323,55.333333333333336,42.88888888888891
324,55.333333333333336,42.88888888888891
325,55.333333333333336,42.88888888888891
326,55.333333333333336,42.88888888888891
327,55.333333333333336,42.88888888888891
328,55.333333333333336,42.88888888888891
329,55.333333333333336,42.88888888888891
330,55.333333333333336,42.88888888888891
331,55.333333333333336,42.88888888888891
332,55.333333333333336,42.88888888888891
333,55.333333333333336,42.88888888888891
334,55.333333333333336,42.88888888888891
335,55.333333333333336,42.88888888888891
336,55.333333333333336,42.88888888888891
337,55.333333333333336,42.88888888888891
338,55.333333333333336,42.88888888888891
339,55.333333333333336,42.88888888888891
340,55.333333333333336,42.88888888888891
341,55.333333333333336,42.88888888888891
342,55.333333333333336,42.88888888888891
343,55.333333333333336,42.88888888888891
344,55.333333333333336,42.88888888888891
345,55.333333333333336,42.88888888888891
346,55.333333333333336,42.88888888888891
347,55.333333333333336,42.88888888888891
348,55.333333333333336,42.88888888888891
349,55.333333333333336,42.88888888888891
350,55.333333333333336,42.88888888888891
351,55.333333333333336,42.88888888888891
352,55.333333333333336,42.88888888888891
353,55.333333333333336,42.88888888888891
354,55.333333333333336,42.88888888888891
355,55.333333333333336,42.88888888888891
356,55.333333333333336,42.88888888888891
357,55.333333333333336,42.88888888888891
358,55.333333333333336,42.88888888888891
359,55.333333333333336,42.88888888888891
360,55.333333333333336,42.88888888888891
361,55.333333333333336,42.88888888888891
362,55.333333333333336,42.88888888888891
363,55.333333333333336,42.88888888888891
364,55.333333333333336,42.88888888888891
365,55.333333333333336,42.88888888888891
366,55.333333333333336,42.88888888888891
367,55.333333333333336,42.88888888888891
368,55.333333333333336,42.88888888888891
369,55.333333333333336,42.88888888888891
370,55.333333333333336,42.88888888888891
371,55.333333333333336,42.88888888888891
372,55.333333333333336,42.88888888888891
373,55.333333333333336,42.88888888888891
374,55.333333333333336,42.88888888888891
375,55.333333333333336,42.88888888888891
376,55.333333333333336,42.88888888888891
377,55.333333333333336,42.88888888888891
378,55.333333333333336,42.88888888888891
379,55.333333333333336,42.88888888888891
380,55.333333333333336,42.88888888888891
381,55.333333333333336,42.88888888888891
382,55.333333333333336,42.88888888888891
383,55.333333333333336,42.88888888888891
384,55.333333333333336,42.88888888888891
385,55.333333333333336,42.88888888888891
386,55.333333333333336,42.88888888888891
387,55.333333333333336,42.88888888888891
388,55.333333333333336,42.88888888888891
389,55.333333333333336,43.00000000000001
390,55.666666666666664,43.11111111111112
391,55.666666666666664,43.33333333333334
392,56.0,43.518518518518526
393,56.0,43.62962962962965
394,56.0,43.66666666666667
395,56.0,43.814814814814824
396,56.0,44.00000000000001
397,56.0,44.00000000000001
398,56.0,44.03703703703705
399,56.0,44.03703703703705
